id,nameKo,nameEn,type,category,power,accuracy,priority,target,tags,tagLabels,lead,ace,setupSweeper,wall,pivot,hazardControl,revengeKiller,disruptor,support,descriptionKo,reason
flail,바둥바둥,Flail,Normal,Physical,,100,0,normal,,,0,0,0,0,0,0,0,0,0,바둥바둥 난동 부려서 공격한다. 자신의 HP가 적을수록 기술의 위력이 올라간다.,
flameburst,불꽃튀기기,Flame Burst,Fire,Special,70,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,맞으면 튀는 불꽃으로 상대를 공격한다. 튕긴 불꽃은 옆의 상대에게도 쏟아진다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flamecharge,니트로차지,Flame Charge,Fire,Physical,50,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.1,0.6,0,0,0,0,0,0,불꽃을 둘러 상대를 공격한다. 힘을 모아서 자신의 스피드를 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flamethrower,화염방사,Flamethrower,Fire,Special,90,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,세찬 불꽃을 상대에게 발사하여 공격한다. 화상 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flamewheel,화염바퀴,Flame Wheel,Fire,Physical,60,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,불꽃을 둘러 상대에게 돌진하여 공격한다. 화상 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flareblitz,플레어드라이브,Flare Blitz,Fire,Physical,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,불꽃을 두르고 돌진한다. 자신도 상당한 데미지를 입는다. 화상 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
flash,플래시,Flash,Normal,Status,,100,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,눈이 부신 빛으로 상대의 명중률을 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
flashcannon,러스터캐논,Flash Cannon,Steel,Special,80,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,1,0,0,0,0,0,0,몸의 빛을 한곳에 모아서 힘을 방출한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flatter,부추기기,Flatter,Dark,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대를 부추겨서 혼란시킨다. 동시에 상대의 특수공격도 올라가 버린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
fleurcannon,플뢰르캐논,Fleur Cannon,Fairy,Special,130,90,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,강력한 빔을 발산한 후 자신의 특수공격이 크게 떨어진다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
fling,내던지기,Fling,Dark,Physical,,100,0,normal,,,0,0,0,0,0,0,0,0,0,지니게 한 도구를 재빠르게 내던져서 공격한다. 도구에 따라 위력과 효과가 바뀐다.,
flipturn,퀵턴,Flip Turn,Water,Physical,60,100,0,normal,ACE_DAMAGE|ACE_COVERAGE|PIVOT,에이스 주력 공격|에이스 견제폭|피벗/교체 연결,1.5,1.7,0.8,0,4.5,0,0,0,0,공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 공격/보조 후 유리 대면으로 연결하는 피벗 기술입니다.
floatyfall,둥실둥실폴,Floaty Fall,Flying,Physical,90,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,두둥실 떠오른 다음 단숨에 급강하해서 공격한다. 상대를 풀죽게 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
floralhealing,플라워힐,Floral Healing,Fairy,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,최대 HP의 절반만큼 상대의 HP를 회복한다. 그래스필드일 때 효과가 올라간다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
flowershield,플라워가드,Flower Shield,Fairy,Status,,필중,0,all,,,0,0,0,0,0,0,0,0,0.8,이상한 힘을 사용하여 배틀에 나와 있는 모든 풀타입 포켓몬의 방어를 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
flowertrick,트릭플라워,Flower Trick,Grass,Physical,70,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,숨겨진 장치가 있는 꽃다발을 상대에게 던져서 공격한다. 반드시 명중하며 급소에 맞는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
fly,공중날기,Fly,Flying,Physical,90,95,0,any,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,1턴째에 하늘을 날아 2턴째에 상대를 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
flyingpress,플라잉프레스,Flying Press,Fighting,Physical,100,95,0,any,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,공중에서 상대에게 다이브한다. 이 기술은 격투타입임과 동시에 비행타입이기도 하다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
focusblast,기합구슬,Focus Blast,Fighting,Special,120,70,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,기합을 높여서 혼신의 힘을 방출한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
focusenergy,기충전,Focus Energy,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,깊게 숨을 들이마셔 기합을 넣는다. 자신의 공격이 급소에 맞기 쉬워진다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
focuspunch,힘껏펀치,Focus Punch,Fighting,Physical,150,100,-3,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,정신력을 높여 펀치를 날린다. 기술을 쓰기 전에 공격을 받으면 실패한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
followme,날따름,Follow Me,Normal,Status,,필중,2,self,PRIORITY|FINISHER|TEAM_SUPPORT,선공기|마무리|팀 지원,0,0.8,0,1,0,0,3.6,0,3.5,자신에게 주목시켜 상대로부터의 공격을 모두 자신에게 향하게 한다.,선공기라 복수 처리와 마무리 가치가 큽니다. / 아군 지원 가치가 높은 기술입니다.
forcepalm,발경,Force Palm,Fighting,Physical,60,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,상대의 몸에 충격파를 부딪쳐 공격한다. 마비 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
foresight,꿰뚫어보기,Foresight,Normal,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,고스트타입에 효과가 없는 기술이나 회피율이 높은 상대라 할지라도 공격이 맞게 된다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
forestscurse,숲의저주,Forest's Curse,Grass,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대에게 숲의 저주를 건다. 저주에 걸린 상대는 타입에 풀타입이 추가된다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
foulplay,속임수,Foul Play,Dark,Physical,95,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.9,1.2,0,0,0,0,0,0,상대의 힘을 이용한다. 싸우고 있는 상대의 공격이 높을수록 데미지가 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
freezedry,프리즈드라이,Freeze-Dry,Ice,Special,70,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,상대를 급격히 차갑게 하여 얼음 상태로 만들 때가 있다. 물타입 포켓몬에게도 효과가 굉장해진다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
freezeshock,프리즈볼트,Freeze Shock,Ice,Physical,140,90,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,전기를 두른 얼음덩어리로 2턴째에 상대를 내리친다. 마비 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
freezingglare,얼어붙는시선,Freezing Glare,Psychic,Special,90,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,두 눈에서 사이코 파워를 발사해서 공격한다. 얼음 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
freezyfrost,꽁꽁프로스트,Freezy Frost,Ice,Special,100,90,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,차갑게 얼어붙은 흑안개의 결정으로 공격한다. 전원의 능력 변화를 원래대로 돌린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
frenzyplant,하드플랜트,Frenzy Plant,Grass,Special,150,90,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,큰 나무로 상대를 힘껏 쳐서 공격한다. 다음 턴은 움직일 수 없게 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
frostbreath,얼음숨결,Frost Breath,Ice,Special,60,90,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,차가운 숨결을 상대에게 내뿜어 공격한다. 반드시 급소에 맞는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
frustration,화풀이,Frustration,Normal,Physical,,100,0,normal,,,0,0,0,0,0,0,0,0,0,불만을 풀기 위해 전력으로 상대를 공격한다. 친밀하지 않을수록 위력이 올라간다.,
furyattack,마구찌르기,Fury Attack,Normal,Physical,15,85,0,normal,ACE_DAMAGE,에이스 주력 공격,0,0.3,0.2,0,0,0,0,0,0,뿔이나 부리로 상대를 찔러서 공격한다. 2-5회 동안 연속으로 쓴다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
furycutter,연속자르기,Fury Cutter,Bug,Physical,40,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1,0.5,0,0,0,0,0,0,낫이나 발톱 등으로 상대를 베어 공격한다. 연속으로 맞히면 위력이 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
furyswipes,마구할퀴기,Fury Swipes,Normal,Physical,18,80,0,normal,ACE_DAMAGE,에이스 주력 공격,0,0.3,0.2,0,0,0,0,0,0,손톱이나 낫 등으로 상대를 할퀴어서 공격한다. 2-5회 동안 연속으로 쓴다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
fusionbolt,크로스썬더,Fusion Bolt,Electric,Physical,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,거대한 천둥을 내리친다. 거대한 불꽃의 영향을 받아 기술의 위력이 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
fusionflare,크로스플레임,Fusion Flare,Fire,Special,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,거대한 불꽃을 내리친다. 거대한 천둥의 영향을 받아 기술의 위력이 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
futuresight,미래예지,Future Sight,Psychic,Special,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,기술을 사용한 2턴 뒤에 상대에게 염동력의 덩어리를 보내어 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gastroacid,위액,Gastro Acid,Poison,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대의 몸에 위액을 내뱉는다. 달라붙은 위액은 상대의 특성 효과를 지운다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
geargrind,기어소서,Gear Grind,Steel,Physical,50,85,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.1,0.6,0,0,0,0,0,0,강철의 기어를 상대에게 던져서 공격한다. 2회 연속으로 데미지를 준다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gearup,어시스트기어,Gear Up,Steel,Status,,필중,0,allySide,,,0,0,0,0,0,0,0,0,0.8,기어를 넣는 것으로 특성 플러스와 마이너스의 공격과 특수공격이 올라간다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
genesissupernova,오리진즈슈퍼노바,Genesis Supernova,Psychic,Special,185,필중,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,Z파워를 얻은 뮤가 전력으로 상대를 공격한다. 발밑이 사이코필드가 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
geomancy,지오컨트롤,Geomancy,Fairy,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,"1턴째에 에너지를 흡수하여 2턴째에 특수공격, 특수방어, 스피드를 크게 올린다.",변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
gigadrain,기가드레인,Giga Drain,Grass,Special,75,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,0.9,0,0,0,0,0,0,양분을 흡수하여 공격한다. 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gigaimpact,기가임팩트,Giga Impact,Normal,Physical,150,90,0,normal,ACE_DAMAGE|RISKY_NUKE,에이스 주력 공격|고위험 고화력,0,2.9,1.5,0,0,0,0,0,0,가진 힘을 모두 사용해서 상대에게 돌격한다. 다음 턴은 움직일 수 없다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gigatonhammer,거대해머,Gigaton Hammer,Steel,Physical,160,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,거대한 해머를 온몸으로 휘둘러서 공격한다. 이 기술은 2회 연속으로 쓸 수 없다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gigavolthavoc,스파킹기가볼트,Gigavolt Havoc,Electric,Physical,1,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.3,0,0,0,0,0,0,0,Z파워로 비축한 강한 전기를 전력으로 상대에게 부딪친다. 원래 기술에 따라 위력이 변한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
glaciallance,블리자드랜스,Glacial Lance,Ice,Physical,120,100,0,allAdjacentFoes,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,눈보라를 두른 얼음의 창을 상대에게 던져서 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
glaciate,얼어붙은세계,Glaciate,Ice,Special,65,95,0,allAdjacentFoes,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.4,0.8,0,0,0,0,0,0,차가운 냉기를 상대에게 내뿜어 공격한다. 상대의 스피드를 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
glaiverush,대검돌격,Glaive Rush,Dragon,Physical,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,몸을 내던지는 무모한 돌격. 상대의 다음 턴 공격이 반드시 명중하고 데미지를 2배로 입게 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
glare,뱀눈초리,Glare,Normal,Status,,100,0,normal,STATUS_SPREAD|SPEED_CONTROL,상태이상|속도 제어,0,0,0,2.2,0,0,1.2,4.2,4.1,배의 무늬로 겁을 주어 상대를 마비 상태로 만든다.,상태이상으로 상대 기능을 낮추거나 교체를 압박합니다. / 속도 제어로 선공권과 마무리 구도를 만듭니다.
glitzyglow,콸콸오라,Glitzy Glow,Psychic,Special,80,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,1,0,0,0,0,0,0,염동력을 한가득 날린다. 상대의 특수공격을 약하게 만드는 이상한 장막을 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxbefuddle,거다이고혹,G-Max Befuddle,Bug,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,"상대를 잠듦, 마비, 독 중 하나의 상태로 만든다.",공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxcannonade,거다이포격,G-Max Cannonade,Water,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,물 타입이 아닌 포켓몬에게 4턴 간 지속 대미지를 입힌다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxcentiferno,거다이백화,G-Max Centiferno,Fire,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대 전원을 회오리불꽃 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxchistrike,거다이회심격,G-Max Chi Strike,Fighting,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,아군의 급소율을 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxcuddle,거다이포옹,G-Max Cuddle,Normal,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE,에이스 주력 공격,0,0.2,0.1,0,0,0,0,0,0,성별이 다른 상대 포켓몬 전원을 헤롱헤롱 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxdepletion,거다이감쇠,G-Max Depletion,Dragon,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,마지막으로 사용한 기술의 PP를 줄인다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxdrumsolo,거다이난타,G-Max Drum Solo,Grass,Physical,160,필중,0,adjacentFoe,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,상대의 특성을 무시하고 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gmaxfinale,거다이단원,G-Max Finale,Fairy,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,아군 전원의 HP를 1/6만큼 회복시킨다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxfireball,거다이화염구,G-Max Fireball,Fire,Physical,160,필중,0,adjacentFoe,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,상대의 특성을 무시하고 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gmaxfoamburst,거다이포말,G-Max Foam Burst,Water,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대 전원의 스피드를 2랭크 낮춘다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxgoldrush,거다이금화,G-Max Gold Rush,Normal,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE,에이스 주력 공격,0,0.2,0.1,0,0,0,0,0,0,인접한 모든 적을 혼란 상태로 만들고 돈을 추가로 얻는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxgravitas,거다이천도,G-Max Gravitas,Psychic,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,"5턴 동안 비행타입 및 부유 특성 포켓몬이 땅타입 기술에 맞게 되고, 모든 포켓몬이 공중에 떠오르는 기술을 사용할 수 없게 한다.",공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxhydrosnipe,거다이저격,G-Max Hydrosnipe,Water,Physical,160,필중,0,adjacentFoe,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,상대의 특성을 무시하고 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
gmaxmalodor,거다이악취,G-Max Malodor,Poison,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대 포켓몬 전원을 독 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxmeltdown,거다이융격,G-Max Meltdown,Steel,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대가 같은 기술을 2회 연속으로 쓰지 못하게 한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxoneblow,거다이일격,G-Max One Blow,Dark,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대의 방어와 다이월 등의 기술을 무시하고 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxrapidflow,거다이연격,G-Max Rapid Flow,Water,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대의 방어와 다이월 등의 기술을 무시하고 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxreplenish,거다이재생,G-Max Replenish,Normal,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE,에이스 주력 공격,0,0.2,0.1,0,0,0,0,0,0,같은 편 포켓몬이 배틀 중에 먹은 나무열매를 재생한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxresonance,거다이선율,G-Max Resonance,Ice,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,5턴간 아군의 피해를 절반으로 줄이는 오로라베일을 설치한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxsandblast,거다이사진,G-Max Sandblast,Ground,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,4~5턴간 상대 전원을 모래에 가둬 매 턴 최대 HP의 1/6만큼 데미지를 주고 교체할 수 없게 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxsmite,거다이천벌,G-Max Smite,Fairy,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대 전체를 혼란 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxsnooze,거다이수마,G-Max Snooze,Dark,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,상대 전원을 각 대상마다 50% 확률로 1턴 후 잠듦 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
gmaxsteelsurge,거다이강철진,G-Max Steelsurge,Steel,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE|HAZARD_REMOVE,에이스 주력 공격|에이스 견제폭|판 제거,0,0.5,0.1,0.8,0,4.5,0,0,2,상대 진영에 강철타입 상성에 따라 위력이 달라지는 함정을 설치한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
gmaxstonesurge,거다이암진,G-Max Stonesurge,Water,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE|HAZARD_REMOVE,에이스 주력 공격|에이스 견제폭|판 제거,0,0.5,0.1,0.8,0,4.5,0,0,2,상대의 주변에 무수히 많은 바위를 띄워서 교체해서 나온 포켓몬에게 데미지를 준다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
