"id","namespace","path","english_name","korean_name","battle_category","battle_usable","tags","source_jars"
"cobbreeding:flying_dragon_pokemon_egg","cobbreeding","flying_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_electric_pokemon_egg","cobbreeding","flying_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_fairy_pokemon_egg","cobbreeding","flying_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_fighting_pokemon_egg","cobbreeding","flying_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_fire_pokemon_egg","cobbreeding","flying_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_flying_pokemon_egg","cobbreeding","flying_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_ghost_pokemon_egg","cobbreeding","flying_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_grass_pokemon_egg","cobbreeding","flying_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_ground_pokemon_egg","cobbreeding","flying_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_ice_pokemon_egg","cobbreeding","flying_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_normal_pokemon_egg","cobbreeding","flying_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_poison_pokemon_egg","cobbreeding","flying_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_pokemon_egg","cobbreeding","flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_psychic_pokemon_egg","cobbreeding","flying_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_rock_pokemon_egg","cobbreeding","flying_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_steel_pokemon_egg","cobbreeding","flying_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:flying_water_pokemon_egg","cobbreeding","flying_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_bug_pokemon_egg","cobbreeding","ghost_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_dark_pokemon_egg","cobbreeding","ghost_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_dragon_pokemon_egg","cobbreeding","ghost_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_electric_pokemon_egg","cobbreeding","ghost_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_fairy_pokemon_egg","cobbreeding","ghost_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_fighting_pokemon_egg","cobbreeding","ghost_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_fire_pokemon_egg","cobbreeding","ghost_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_flying_pokemon_egg","cobbreeding","ghost_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_ghost_pokemon_egg","cobbreeding","ghost_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_grass_pokemon_egg","cobbreeding","ghost_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_ground_pokemon_egg","cobbreeding","ghost_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_ice_pokemon_egg","cobbreeding","ghost_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_normal_pokemon_egg","cobbreeding","ghost_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_poison_pokemon_egg","cobbreeding","ghost_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_pokemon_egg","cobbreeding","ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_psychic_pokemon_egg","cobbreeding","ghost_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_rock_pokemon_egg","cobbreeding","ghost_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_steel_pokemon_egg","cobbreeding","ghost_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ghost_water_pokemon_egg","cobbreeding","ghost_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_bug_pokemon_egg","cobbreeding","grass_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_dark_pokemon_egg","cobbreeding","grass_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_dragon_pokemon_egg","cobbreeding","grass_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_electric_pokemon_egg","cobbreeding","grass_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_fairy_pokemon_egg","cobbreeding","grass_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_fighting_pokemon_egg","cobbreeding","grass_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_fire_pokemon_egg","cobbreeding","grass_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_flying_pokemon_egg","cobbreeding","grass_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_ghost_pokemon_egg","cobbreeding","grass_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_grass_pokemon_egg","cobbreeding","grass_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_ground_pokemon_egg","cobbreeding","grass_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_ice_pokemon_egg","cobbreeding","grass_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_normal_pokemon_egg","cobbreeding","grass_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_poison_pokemon_egg","cobbreeding","grass_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_pokemon_egg","cobbreeding","grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_psychic_pokemon_egg","cobbreeding","grass_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_rock_pokemon_egg","cobbreeding","grass_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_steel_pokemon_egg","cobbreeding","grass_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:grass_water_pokemon_egg","cobbreeding","grass_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_bug_pokemon_egg","cobbreeding","ground_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_dark_pokemon_egg","cobbreeding","ground_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_dragon_pokemon_egg","cobbreeding","ground_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_electric_pokemon_egg","cobbreeding","ground_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_fairy_pokemon_egg","cobbreeding","ground_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_fighting_pokemon_egg","cobbreeding","ground_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_fire_pokemon_egg","cobbreeding","ground_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_flying_pokemon_egg","cobbreeding","ground_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_ghost_pokemon_egg","cobbreeding","ground_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_grass_pokemon_egg","cobbreeding","ground_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_ice_pokemon_egg","cobbreeding","ground_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_normal_pokemon_egg","cobbreeding","ground_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_poison_pokemon_egg","cobbreeding","ground_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_pokemon_egg","cobbreeding","ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_psychic_pokemon_egg","cobbreeding","ground_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_rock_pokemon_egg","cobbreeding","ground_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_steel_pokemon_egg","cobbreeding","ground_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ground_water_pokemon_egg","cobbreeding","ground_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_bug_pokemon_egg","cobbreeding","ice_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_dark_pokemon_egg","cobbreeding","ice_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_dragon_pokemon_egg","cobbreeding","ice_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_electric_pokemon_egg","cobbreeding","ice_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_fairy_pokemon_egg","cobbreeding","ice_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_fighting_pokemon_egg","cobbreeding","ice_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_fire_pokemon_egg","cobbreeding","ice_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_flying_pokemon_egg","cobbreeding","ice_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_ghost_pokemon_egg","cobbreeding","ice_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_grass_pokemon_egg","cobbreeding","ice_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_ground_pokemon_egg","cobbreeding","ice_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_normal_pokemon_egg","cobbreeding","ice_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_poison_pokemon_egg","cobbreeding","ice_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_pokemon_egg","cobbreeding","ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_psychic_pokemon_egg","cobbreeding","ice_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_rock_pokemon_egg","cobbreeding","ice_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_steel_pokemon_egg","cobbreeding","ice_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:ice_water_pokemon_egg","cobbreeding","ice_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:manaphy_egg","cobbreeding","manaphy_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_bug_pokemon_egg","cobbreeding","normal_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_dark_pokemon_egg","cobbreeding","normal_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_dragon_pokemon_egg","cobbreeding","normal_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_electric_pokemon_egg","cobbreeding","normal_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_fairy_pokemon_egg","cobbreeding","normal_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_fighting_pokemon_egg","cobbreeding","normal_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_fire_pokemon_egg","cobbreeding","normal_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_flying_pokemon_egg","cobbreeding","normal_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_ghost_pokemon_egg","cobbreeding","normal_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_grass_pokemon_egg","cobbreeding","normal_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_ground_pokemon_egg","cobbreeding","normal_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_ice_pokemon_egg","cobbreeding","normal_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_poison_pokemon_egg","cobbreeding","normal_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_pokemon_egg","cobbreeding","normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_psychic_pokemon_egg","cobbreeding","normal_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_rock_pokemon_egg","cobbreeding","normal_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_steel_pokemon_egg","cobbreeding","normal_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:normal_water_pokemon_egg","cobbreeding","normal_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_bug_pokemon_egg","cobbreeding","poison_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_dark_pokemon_egg","cobbreeding","poison_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_dragon_pokemon_egg","cobbreeding","poison_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_electric_pokemon_egg","cobbreeding","poison_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_fairy_pokemon_egg","cobbreeding","poison_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_fighting_pokemon_egg","cobbreeding","poison_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_fire_pokemon_egg","cobbreeding","poison_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_flying_pokemon_egg","cobbreeding","poison_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_ghost_pokemon_egg","cobbreeding","poison_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_grass_pokemon_egg","cobbreeding","poison_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_ground_pokemon_egg","cobbreeding","poison_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_ice_pokemon_egg","cobbreeding","poison_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_normal_pokemon_egg","cobbreeding","poison_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_pokemon_egg","cobbreeding","poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_psychic_pokemon_egg","cobbreeding","poison_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_rock_pokemon_egg","cobbreeding","poison_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_steel_pokemon_egg","cobbreeding","poison_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:poison_water_pokemon_egg","cobbreeding","poison_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:pokemon_egg","cobbreeding","pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_bug_pokemon_egg","cobbreeding","psychic_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_dark_pokemon_egg","cobbreeding","psychic_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_dragon_pokemon_egg","cobbreeding","psychic_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_electric_pokemon_egg","cobbreeding","psychic_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_fairy_pokemon_egg","cobbreeding","psychic_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_fighting_pokemon_egg","cobbreeding","psychic_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_fire_pokemon_egg","cobbreeding","psychic_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_flying_pokemon_egg","cobbreeding","psychic_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_ghost_pokemon_egg","cobbreeding","psychic_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_grass_pokemon_egg","cobbreeding","psychic_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_ground_pokemon_egg","cobbreeding","psychic_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_ice_pokemon_egg","cobbreeding","psychic_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_normal_pokemon_egg","cobbreeding","psychic_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_poison_pokemon_egg","cobbreeding","psychic_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_pokemon_egg","cobbreeding","psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_rock_pokemon_egg","cobbreeding","psychic_rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_steel_pokemon_egg","cobbreeding","psychic_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:psychic_water_pokemon_egg","cobbreeding","psychic_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_bug_pokemon_egg","cobbreeding","rock_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_dark_pokemon_egg","cobbreeding","rock_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_dragon_pokemon_egg","cobbreeding","rock_dragon_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_electric_pokemon_egg","cobbreeding","rock_electric_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_fairy_pokemon_egg","cobbreeding","rock_fairy_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_fighting_pokemon_egg","cobbreeding","rock_fighting_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_fire_pokemon_egg","cobbreeding","rock_fire_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_flying_pokemon_egg","cobbreeding","rock_flying_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_ghost_pokemon_egg","cobbreeding","rock_ghost_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_grass_pokemon_egg","cobbreeding","rock_grass_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_ground_pokemon_egg","cobbreeding","rock_ground_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_ice_pokemon_egg","cobbreeding","rock_ice_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_normal_pokemon_egg","cobbreeding","rock_normal_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_poison_pokemon_egg","cobbreeding","rock_poison_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_pokemon_egg","cobbreeding","rock_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_psychic_pokemon_egg","cobbreeding","rock_psychic_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_steel_pokemon_egg","cobbreeding","rock_steel_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:rock_water_pokemon_egg","cobbreeding","rock_water_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:steel_bug_pokemon_egg","cobbreeding","steel_bug_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
"cobbreeding:steel_dark_pokemon_egg","cobbreeding","steel_dark_pokemon_egg","Pokemon Egg","","unverified","false","","Cobbreeding-neoforge-2.1.1.jar"
